Frame,Predicted_X,Predicted_Y,Actual_X,Actual_Y
130,706.5119184895782,634.4963351283421,709.5,636.0
131,714.8038588724111,640.8887337063633,718.0,642.5
132,723.0075111493552,646.887701353348,725.5,648.0
133,731.7881525693349,653.3670472120202,734.0,654.5
134,740.4177698798364,659.0326125212847,742.0,659.5
135,749.2599332718504,664.0154078233677,750.5,664.0
136,758.470808697644,668.7080973301784,759.5,668.5
137,767.1310128481133,673.9358535627518,767.5,674.0
138,775.1988199831227,680.3657803119233,775.0,681.0
139,783.3253773932822,686.6194158871217,783.0,687.0
140,791.455329337666,691.798519858953,791.0,691.5
141,799.5685724152977,697.1866730711365,799.0,697.0
142,807.3305986787796,703.3161512583748,806.5,703.5
143,814.9369139000397,710.4015014941247,814.0,711.0
144,823.1297807133545,716.8792538675154,822.5,717.0
145,831.2266467214357,722.4361702387685,830.5,722.0
146,838.9461490327697,727.9391908109325,838.0,727.5
147,846.8341515257538,733.4208159270738,846.0,733.0
148,854.459081157609,739.223666184291,853.5,739.0
149,861.6448162295006,744.8292742001296,860.5,744.5
150,868.6517665963851,749.695313271399,867.5,749.0
151,875.2610145445983,754.9191372475458,874.0,754.5
152,881.7139271047935,760.2951986600492,880.5,760.0
153,887.782766941516,765.4072084144258,886.5,765.0
154,894.6911923592385,770.4133523611781,894.0,770.0
155,899.9786620186741,775.3801014264507,898.5,775.0
156,905.2683930818675,779.6772289039292,904.0,779.0
157,906.3004224549658,781.0753598431644,903.0,779.0
158,904.9605693451094,781.3057005674056,901.0,779.0
159,903.366179082928,780.7669381416824,900.0,778.5
160,901.7342175828021,780.6138551371308,899.0,779.0
161,899.8181802531778,780.9884193018021,897.5,780.0
162,898.4975985127093,780.6241362365081,897.0,779.5
163,898.1256055619887,780.971148756632,897.5,780.5
164,897.1897844078438,780.6484451978785,896.5,780.0
165,896.7071987307085,779.743101716357,896.5,779.0
166,895.7771182126191,778.951790744913,895.5,778.5
167,895.3418572770157,778.5597623791548,895.5,778.5
168,893.8121895029165,778.0209523907638,893.5,778.0
169,892.1800615149027,777.4363216714132,892.0,777.5
170,890.5272446098643,777.1751650534636,890.5,777.5
171,887.898382791804,777.057152946486,887.5,777.5
172,885.876424478567,776.3467666820918,886.0,776.5
173,883.4661199698942,776.0584910360203,883.5,776.5
174,880.5837442796975,776.2798633099607,880.5,777.0
175,878.5122344289975,777.3702503551652,879.0,778.5
176,875.4723512867672,778.4837066339878,875.5,779.5
177,872.3763452346466,779.9267022116532,872.5,781.0
178,868.9441969833817,782.8110400046461,869.0,784.5
179,865.7183006590984,784.2972651512185,866.0,785.0
180,862.5910563554721,787.1672488479443,863.0,788.5
181,860.501527225684,789.276757200307,861.5,790.0
182,857.8552750686806,791.0590618204918,858.5,791.5
183,855.9676359332691,793.0278947465972,857.0,793.5
184,853.4043643794095,794.4092245485824,854.0,794.5
185,849.721196330156,795.6328615012444,,
186,845.8595707217456,796.8422818196799,,
187,823.0652851884852,784.2530073932099,820.0,782.0
188,804.9779155113781,777.9203833329842,800.0,775.5
189,785.2473591733525,769.9843304697407,780.0,767.0
190,765.254428805438,762.2657890163468,761.0,760.0
191,745.5495499869182,754.6683679254385,742.5,753.0
192,730.0376406532173,749.4260531053061,,
193,710.4336956508632,737.6772866701616,709.5,736.0
194,692.3416299588079,729.5732925804687,692.0,729.0
195,675.7103086461325,722.3691649324147,676.5,722.5
196,660.347433353554,715.5259577461308,662.0,716.0
197,645.8620178295083,708.8497029904339,648.0,709.5
198,632.405322815113,701.9263968791988,635.0,702.5
199,619.0402487260009,695.5709087370298,621.5,696.5
200,606.0339877558854,689.4566888700435,608.5,690.5
201,593.8235265685354,684.760252508146,596.5,686.5
202,582.2545995383512,679.3248257694146,585.0,680.5
203,571.2583259432748,673.9063868473012,574.0,675.0
204,561.4604683673487,669.8063157321559,564.5,671.5
205,551.4676568889442,664.9219057370187,554.0,666.0
206,542.3505147749776,659.7035185416817,545.0,660.5
207,533.5623907085749,654.6715330764599,536.0,655.5
208,525.2054099500671,649.3830827089471,527.5,650.0
209,517.6506167561164,644.6435735467468,520.0,645.5
210,511.0484333261208,640.1249816342723,513.5,641.0
211,504.79870435805964,635.0315659003016,507.0,635.5
212,495.1040311357945,629.1137030399133,,
213,485.44372004829887,623.1117869033658,,
214,475.8177710955727,617.0258174906592,,
215,466.22618427761597,610.8557948017934,,
216,456.6689595944287,604.6017188367687,,
217,447.1460970460109,598.2635895955848,,
218,437.6575966323625,591.8414070782418,,
219,428.20345835348365,585.3351712847397,,
220,418.7836822093742,578.7448822150784,,
221,503.2560650363547,593.5999700890786,505.0,594.0
222,505.801999207589,589.7566783211478,506.5,590.0
223,507.4904527875404,586.4813573520526,507.5,587.0
224,509.2049694199877,584.119888281,509.0,585.0
225,510.8993496302622,582.122376188307,510.5,583.0
226,512.2300132707152,579.256816881689,511.5,579.5
227,514.056220628905,576.3516478043905,513.5,576.5
228,515.7387373260918,572.7618514997724,515.0,572.5
229,517.0173581037036,569.8791257995351,516.0,570.0
230,519.1091276503491,567.2829302400065,518.5,567.5
231,520.534683273344,565.1263440345043,519.5,565.5
232,522.0063966570797,561.8233280698481,521.0,561.5
233,522.5040805364538,559.3617370214586,521.0,559.5
234,523.5891061036067,557.2425681633022,522.5,557.5
235,525.2461843134166,554.2689226656412,524.5,554.0
236,527.1346648452792,551.9267983633655,526.5,552.0
237,530.2877188115407,549.5356649826083,,
238,531.180599474543,546.6511877663487,530.5,546.5
239,533.7953275041876,544.095522534393,533.5,544.0
240,536.7227253646087,541.260289122388,536.5,541.0
241,539.4232610307707,538.3068839867872,539.0,538.0
242,543.3347089399625,535.6332677700308,543.5,535.5
243,546.7434062867753,533.0747679745332,546.5,533.0
244,550.7591912104912,530.6814294552047,,
245,554.6056857434505,528.4649479484341,554.5,528.5
246,557.6470680523075,526.3990591936291,557.0,526.5
247,561.3445636430946,523.741098043206,561.0,523.5
248,565.7942782478349,521.5142353788398,,
249,570.4454501491526,519.3330922582267,,
250,575.2980793470477,517.1976686813666,,
251,580.3521658415202,515.1079646482597,,
252,585.60770963257,513.0639801589058,,
253,591.0647107201972,511.06571521330494,,
254,596.7231691044018,509.11316981145717,,
255,602.5830847851837,507.2063439533625,,
256,608.6444577625431,505.34523763902087,,
257,614.9072880364798,503.5298508684324,,
258,621.3715756069939,501.760183641597,,
259,628.0373204740854,500.0362359585147,,
260,634.9045226377542,498.35800781918545,,
261,711.933969068206,509.39747499188593,712.5,509.5
262,725.6489054810069,508.97803413679253,,
263,739.7897110572038,508.64496047768137,,
264,744.4670765574568,507.6160410918554,743.0,507.5
265,755.8571626355133,507.7899816112395,755.0,508.0
266,767.0431580480536,507.5552670808083,766.0,507.5
267,777.4199141253571,506.8333385486024,776.0,506.5
268,788.7926080376686,506.2432144832463,788.0,506.0
269,799.5813263131838,506.36966487435615,798.5,506.5
270,810.1332907429975,505.7925960685591,809.0,505.5
271,818.9431705551431,506.24534185655165,817.0,506.5
272,827.7142739252103,506.4549280625883,826.0,506.5
273,836.8192790659099,506.557279338412,835.5,506.5
274,845.4186616056281,506.9400100651846,844.0,507.0
275,853.496520958265,508.09089045725705,852.0,508.5
276,861.3784314025828,508.56031920043824,860.0,508.5
277,868.2121483569645,509.7285151395735,866.5,510.0
278,877.5989948738951,510.84712429713375,877.5,511.0
279,891.9944225990645,511.2779405171279,894.5,511.0
280,909.0804765685818,511.42145030762947,912.5,511.0
281,926.88527244086,511.4473952344837,930.0,511.0
282,944.2610096004232,511.0985390845195,946.5,510.5
283,961.4008214925238,510.2713285858491,963.0,509.5
284,978.0656993915477,510.242331557746,979.0,510.0
285,992.8514303048387,510.21799682481424,992.5,510.0
286,1008.1572900865294,509.86792211041677,1008.0,509.5
287,1022.3473523866131,509.0577825783642,1021.5,508.5
288,1035.741007727098,508.72248380901385,1034.5,508.5
289,1051.324299633296,508.75584534479646,,
290,1067.1357290405037,508.80621604465676,,
291,1074.859174207945,508.9822429017441,1073.5,509.0
292,1087.8703468111664,508.6847473755708,1087.0,508.5
293,1099.562107089922,508.57968196947525,1098.0,508.5
294,1110.9993971397537,507.8816892606536,1109.5,507.5
295,1121.677512187836,507.6005152033185,1120.0,507.5
296,1132.063990457724,507.16514155947505,1130.5,507.0
297,1141.6970619039314,506.6684942496932,1140.0,506.5
298,1151.3762145024916,506.80759144229415,1150.0,507.0
299,1160.7717356441574,506.5495017110343,1159.5,506.5
300,1169.7460681017803,506.78489876870907,1168.5,507.0
301,1178.5720033606558,506.89237437987646,1177.5,507.0
302,1186.703348033714,506.9441519831521,1185.5,507.0
303,1196.6405708780103,506.91567958711363,,
304,1197.4408655737059,507.37143273126594,1195.0,507.5
305,1205.5915136837061,507.442979830426,,
306,1213.5704754054573,507.5265279199754,,
307,1204.1979054001763,508.3808440032288,1201.5,508.5
308,1204.9076813399852,508.5352874069963,1203.0,508.5
309,1205.275312979799,508.92202368026216,1203.5,509.0
310,1205.7403238829029,509.0690979520343,1204.5,509.0
311,1206.2799328522237,509.44619352863407,1205.5,509.5
312,1207.6532601734398,509.7563180755973,,
313,1208.6272590002957,510.08453776193664,,
314,1209.2019293327915,510.43085258765217,,
315,1219.8768729534413,509.17347973598226,1221.0,509.0
316,1234.160411313724,508.0629118197302,1240.0,507.5
317,1237.456127091685,507.98687668755065,,
318,1272.0388455458883,505.61550044828056,1280.5,505.0
319,1293.9954311913218,505.0425492556724,1300.5,505.0
320,1313.8732561475513,504.83701180891813,1318.5,505.0
321,1332.7855306514123,503.790550585971,1336.0,503.5
322,1350.5870319946953,502.0736277618689,1352.5,501.5
323,1368.1975148459226,501.0782752695398,1369.5,501.0
324,1385.3493105324485,500.05817892463403,1386.0,500.0
325,1401.9425555375244,499.3607039064478,1402.0,499.5
326,1417.617664124642,498.1394458498829,1417.0,498.0
327,1432.5671975725984,497.0345990612457,1431.5,497.0
328,1446.5518050343178,496.63953651741986,1445.0,497.0
329,1461.1273169411477,495.5488106616347,1460.0,495.5
330,1474.6323105014044,493.8430140195805,1473.0,493.5
331,1487.373437837341,492.5481640947073,1485.5,492.5
332,1500.1428357081943,491.7570146916484,1498.5,492.0
333,1512.2813553801095,491.50259279896636,1510.5,492.0
334,1527.4012394329661,490.43523502155904,,
335,1536.2408835144156,489.8599011411325,1534.5,490.0
336,1546.4628145060433,488.6071187924109,1544.5,488.5
337,1557.0818460567116,487.50507031649227,1555.5,487.5
338,1567.4639078400023,486.13231277667035,1566.0,486.0
339,1577.4322887702433,485.63800341513155,1576.0,486.0
340,1587.2534359434549,485.8332577169743,1586.0,486.5
341,1594.7351730843927,486.3040589442138,1592.5,487.0
342,1596.0255023412378,485.23190498644584,1591.0,485.0
343,1594.512708553609,484.5087404350506,1589.0,484.5
344,1592.6092339785632,483.6021074263784,1588.0,483.5
345,1590.6505088789477,482.6211795050967,1587.0,482.5
346,1589.0922868778653,481.61188393601486,1586.5,481.5
347,1587.4505803115824,480.59330627636393,1585.5,480.5
348,1588.4267707545662,479.7138228936454,,
349,1588.9376793813824,478.82594950645995,,
350,1588.9833061920313,477.9296861148076,,
351,1588.5636511865127,477.0250327186884,,
352,1582.8595379390129,476.93834888200064,1582.5,477.0
353,1580.8096336232056,476.13689281344915,,
354,1584.0633909908977,474.2645031923163,1585.5,474.0
355,1586.0558964263423,473.4286143326949,1588.0,473.5
356,1587.7202151569265,472.48600713709044,1589.5,472.5
357,1589.0176271923701,472.1626902530403,1590.5,472.5
358,1590.501828877365,471.43219637465614,1592.0,471.5
359,1592.0604627219375,471.1900538217968,1593.5,471.5
360,1593.6454050329053,469.8276899918125,1595.0,469.5
361,1595.5660793019376,469.65196792614523,1597.0,470.0
362,1597.618923906194,468.64645057091036,1599.0,468.5
363,1599.3896638218423,468.2857000298745,1600.5,468.5
364,1601.038712661556,467.5308660815938,1602.0,467.5
365,1603.2922691899341,466.9413640527864,1604.5,467.0
366,1603.458758188266,466.2638998196827,,
367,1603.4477867918324,465.59118578329924,,
368,1603.2593550006331,464.92322194363607,,
369,1602.8934628146683,464.26000830069313,,
370,1602.3501102339376,463.6015448544705,,
371,1601.6292972584413,462.9478316049681,,
372,1600.7310238881794,462.2988685521859,,
373,1606.298176252265,451.3141641621206,1606.5,451.0
374,1601.11810126908,445.6723382889886,1599.0,444.0
375,1593.6385746488743,439.4034535319327,1590.5,437.5
376,1590.957027277236,436.0794128165839,,
377,1575.3585788188914,426.2060054063032,1572.0,424.5
378,1565.8930079253578,420.8180944997891,1564.0,420.5
379,1557.1254864322484,415.6055915917389,1556.0,415.5
380,1548.9300288628438,408.48387289888456,1548.5,407.5
381,1541.332450191252,402.5801855564013,1541.5,402.5
382,1534.0099239433264,396.8680598577692,1534.5,397.0
383,1527.15120727979,391.57629253626607,1528.0,392.0
384,1519.8393295799426,386.79388946056406,1520.5,387.5
385,1513.012528225109,383.20997530477274,1514.0,384.5
386,1505.737400583233,380.7696455980463,1506.5,382.5
387,1496.9154995935958,375.4766089658431,,
388,1493.8542127829546,371.5894946588338,1495.5,372.0
389,1485.427791794164,366.3332300079773,,
390,1482.1167517636002,362.98523688593974,1483.5,363.5
391,1476.3823732457508,359.31113125705116,1477.5,360.0
392,1470.803959238577,356.1046405206142,1472.0,357.0
393,1465.339883220917,353.7712972210406,1466.5,355.0
394,1459.5954286252058,351.78797876799405,1460.5,353.0
395,1454.7180393656622,349.60122513867583,1456.0,350.5
396,1450.1889103403237,345.99730181009573,1451.5,346.0
397,1445.7898896019444,342.46165801694053,1447.0,342.5
398,1441.4306120629649,338.62480177953813,1442.5,338.5
399,1436.7457988847443,335.32297511389334,1437.5,335.5
400,1432.2461227365243,332.8983885379813,1433.0,333.5
401,1427.4852819719158,330.82713839509086,1428.0,331.5
402,1423.267976840364,329.54690939964746,1424.0,330.5
403,1419.2663881739666,327.9179402460545,1420.0,328.5
404,1416.0009362977316,324.81411576581127,1417.0,324.5
405,1413.3532238862763,322.4145670843126,1414.5,322.5
406,1410.28317184934,319.6454465843891,1411.0,319.5
407,1406.693690402623,317.37979136871905,1407.0,317.5
408,1403.5380662155542,315.64708001995746,1404.0,316.0
409,1400.8807279393204,314.45492796700825,1401.5,315.0
410,1397.4293009143232,314.1312276438726,1397.5,315.0
411,1394.6290917826238,311.8454847955616,1395.0,311.5
412,1391.2991039325407,310.17498815411443,,
413,1389.5801283200249,306.9409796108497,1390.0,306.5
414,1387.5582473145314,305.0392714118788,1388.0,305.0
415,1384.6194938385722,304.0782067483434,1384.5,304.5
416,1381.9470141716106,302.505180592492,,
417,1379.3498312032402,300.9943101821057,,
418,1376.8279449334611,299.5455955171845,,
419,1374.3813553622733,298.15903659772835,,
420,1372.0100624896768,296.8346334237372,,
421,1372.3577685663054,293.60580238608173,1372.5,293.5
422,1371.5354189265065,292.73293398977813,1372.0,293.0
423,1369.9389443956954,291.4136273980352,,
424,1366.1216482113452,290.8202600674408,1365.5,291.0
425,1364.1010044041482,290.58974892774256,1364.0,291.0
426,1361.4514026196182,290.89652596445393,1361.0,291.5
427,1359.2025038404418,291.75572637869743,1359.0,292.5
428,1356.7866838424056,290.5207855713867,1356.5,290.0
429,1354.9610368635902,289.7368098428903,1355.0,289.5
430,1353.0461594263531,288.8096434955495,1353.0,288.5
431,1351.090553423747,288.48163065656536,1351.0,288.5
432,1348.7862143299599,288.06782307711893,1348.5,288.0
433,1346.338095489761,287.9432440316305,1346.0,288.0
434,1344.4729728113655,287.80258366298256,,
435,1342.1393878051792,285.9749422413036,1342.0,285.5
436,1339.7525850773432,285.21737748152447,1339.5,285.0
437,1336.6263203404562,285.622508415309,1336.0,286.0
438,1333.1944219159798,285.82410113873124,1332.5,286.0
439,1329.642450775847,286.2646246041268,1329.0,286.5
440,1326.3802115370695,287.12432097003864,1326.0,287.5
441,1322.916640050982,288.14606553759717,1322.5,288.5
442,1320.1034323838378,288.6896380339492,,
443,1316.2724506261682,289.066860373304,1316.0,289.0
444,1313.4237127525278,289.57436179426907,1313.5,289.5
445,1310.1455705398907,290.0980414716221,1310.0,290.0
446,1307.028139751014,290.29241352021785,1307.0,290.0
447,1304.3073170603077,290.678117060815,1304.5,290.5
448,1301.4202741538156,291.4704018649888,1301.5,291.5
449,1298.7925492656022,292.09734481299625,1299.0,292.0
450,1295.8268374327445,292.9451539318938,,
451,1293.3620879347884,292.7890312657784,1293.5,292.5
452,1290.8271171112424,293.18855186323884,1291.0,293.0
453,1287.996951524162,293.32936684832737,1288.0,293.0
454,1285.1593159488111,294.0456172628437,,
455,1275.7688045431958,294.17240224830255,1274.0,294.0
456,1266.518215146085,294.6212177565721,1264.0,294.5
457,1257.2147573472757,295.1090908733597,1255.0,295.0
458,1247.8165138747825,295.93533379119737,1246.0,296.0
459,1239.0672875294106,296.23946738846035,1238.0,296.0
460,1229.9626855143877,296.9858714853285,1229.0,297.0
461,1221.0721336082802,297.5843994377379,1220.5,297.5
462,1211.9682501646823,299.10719440255116,1211.5,299.5
463,1203.458684923307,299.3595959270721,1203.5,299.0
464,1196.199072447982,299.7451159156511,1197.0,299.5
465,1188.1449898595379,299.85920474049135,1188.5,299.5
466,1181.0846664103938,300.8516890836772,1182.0,301.0
467,1172.3885914503003,301.63776115675563,,
468,1167.0439570063347,301.7023899649219,1168.0,301.5
469,1160.8961941899443,302.8095767031864,1162.0,303.0
470,1154.5486199200934,303.53854081604885,1155.5,303.5
471,1148.4931779333888,304.1210029384186,1149.5,304.0
472,1142.5553801305343,304.971707541845,1143.5,305.0
473,1137.314645234289,305.27391852059856,1138.5,305.0
474,1132.0186177929006,306.00934910812526,1133.0,306.0
475,1125.1192887961724,306.77760318776575,,
476,1118.168120578892,307.56390080017763,,
477,1111.1651131410595,308.3682419453609,,
478,1104.1102664826747,309.1906266233156,,
479,1097.0035806037379,310.0310548340417,,
480,1089.8450555042489,310.8895265775392,,
481,1082.6346911842077,311.7660418538081,,
482,1075.3724876436145,312.66060066284837,,
483,1068.058444882469,313.57320300466006,,
484,1060.6925629007715,314.50384887924315,,
485,1053.2748416985219,315.45253828659764,,
486,1045.80528127572,316.41927122672354,,
487,1038.283881632366,317.40404769962083,,
488,1030.71064276846,318.4068677052895,,
489,1023.0855646840018,319.4277312437296,,
490,1015.4086473789914,320.4666383149411,,
491,1007.6798908534289,321.523588918924,,
492,999.8992951073142,322.5985830556783,,
493,992.0668601406473,323.691620725204,,
494,984.1825859534284,324.8027019275011,,
495,976.2464725456573,325.9318266625696,,
496,968.2585199173341,327.0789949304095,,
497,960.2187280684587,328.2442067310208,,
498,952.1270969990312,329.4274620644035,,
499,943.9836267090516,330.62876093055763,,
500,935.7883171985197,331.84810332948314,,
501,927.5411684674358,333.08548926118004,,
502,919.2421805157998,334.34091872564835,,
503,910.8913533436115,335.61439172288806,,
504,1075.8558709126323,330.5053211383974,1076.0,330.5
505,1075.6223769360415,331.13404994909416,1075.0,331.0
506,1076.7184243409047,332.0169635689427,,
507,1077.9893989792822,332.90537674180365,,
508,1079.435300851174,333.7992894676771,,
509,1069.3195850561644,331.7087910972311,1068.5,331.5
510,1068.2511852799764,331.65887757299595,1068.0,331.5
511,1067.9133873204191,331.62827156721903,1068.0,331.5
512,1068.5012963013166,331.9277246559343,1069.0,332.0
513,1068.3700142316138,332.0871135008261,,
514,1068.3220218221145,332.2227387622516,,
515,1068.3573190728187,332.33460044021075,,
516,1068.4759059837265,332.4226985347036,,
517,1066.1773369014934,332.96602861943575,1066.0,333.0
518,1065.683443139168,333.7146907271804,1065.5,334.0
519,1063.880500663243,333.97069915205714,1063.0,334.0
520,1063.5429113747082,334.1643092088135,,
521,1063.2546772251792,334.3426417517943,,
522,1063.0157982146561,334.5056967809996,,
523,1062.826274343139,334.6534742964293,,
524,1062.6861056106277,334.7859742980835,,
525,1062.5952920171221,334.9031967859621,,
526,1062.5538335626225,335.0051417600652,,
527,1062.5617302471287,335.0918092203928,,
528,1062.6189820706409,335.1631991669448,,
529,1059.5577984381862,338.93225488970893,1059.5,339.0
530,1059.3639072881408,339.38315014696445,,
531,1053.8266352302605,339.16508982124657,1052.5,339.0
532,1052.2560855354554,339.1616960118807,1052.0,339.0
533,1051.1193139099457,339.4313273206981,,
534,1049.9714227719785,339.6930691519686,,
535,1048.812412121554,339.9469215056923,,
536,1051.1427472558105,340.01786249642817,1051.5,340.0
537,1051.541633329946,340.07065169836255,1052.0,340.0
538,1051.1139248248412,340.2438702927608,,
539,1050.7087229707167,340.406639557595,,
540,1050.3260277675727,340.5589594928651,,
541,1049.9658392154092,340.70083009857115,,
542,1049.6281573142262,340.8322513747131,,
543,1059.464126409571,339.09793946266024,1060.0,339.0
544,1060.5672277069923,338.95336282470765,,
545,1061.752160824219,338.78749423448915,,
546,1063.0189257612508,338.6003336920047,,
547,1064.367522518088,338.3918811972543,,
548,1072.0525343899794,338.9440596457191,1072.5,339.0
549,1073.452162191249,338.9395910118385,1073.0,339.0
550,1073.9505498663323,339.26545192646586,1073.0,339.5
551,1074.0462457734875,339.3988648705534,1073.0,339.5
552,1075.8773623374811,339.362545705508,,
553,1077.7857913828939,339.31677511222426,,
554,1079.7715329097255,339.26155309070214,,
555,1081.8345869179761,339.19687964094163,,
556,1083.9749534076457,339.12275476294275,,
557,1086.1926323787343,339.03917845670543,,
558,634.1844841892707,443.91395838374484,616.5,448.0
559,605.1727481588612,450.5688373217724,617.5,447.5
560,595.521049657373,452.9321726518874,618.5,447.5
